Seq,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeoBks,ItalCook,ItalAtlas,ItalArt,Related purchase,Florence
770,0,281,6,1,6,0,0,0,0,0,1,0,1,0,0,2,1
771,0,281,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0
772,1,281,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
773,1,280,30,2,34,0,1,1,0,0,0,0,1,0,0,1,0
774,1,280,14,2,22,0,0,1,0,0,0,0,0,0,0,0,0
775,0,280,24,1,24,0,1,0,0,0,0,0,0,0,0,0,0
776,1,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
777,1,280,14,2,22,1,0,1,0,0,0,0,0,0,0,0,0
778,0,280,6,8,52,2,1,2,0,0,0,1,1,0,0,2,0
779,1,280,34,10,84,0,0,2,1,3,1,1,0,0,0,2,0
780,1,280,12,11,60,2,0,3,1,0,0,1,0,2,0,3,0
781,0,280,26,5,52,2,0,0,0,0,0,1,0,0,0,1,0
782,1,279,28,1,28,0,0,0,0,0,1,0,0,0,0,1,0
783,1,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
784,0,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
785,1,279,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
786,0,279,16,8,42,3,0,3,0,2,0,0,0,0,0,0,0
787,0,279,32,2,36,0,0,0,0,1,1,0,0,0,1,2,0
788,0,279,2,2,4,0,0,0,0,0,1,0,1,0,0,2,0
789,0,279,16,11,42,0,2,3,0,1,2,0,0,0,0,2,0
790,1,279,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
791,1,279,8,2,16,0,1,0,0,0,0,0,0,0,0,0,1
792,1,279,2,7,18,1,0,0,0,0,0,0,0,0,0,0,0
793,0,278,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
794,1,278,4,2,12,0,0,0,0,0,0,1,0,0,0,1,0
795,1,278,34,3,44,0,0,1,0,0,0,1,0,0,0,1,0
796,0,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
797,1,278,16,10,48,2,0,3,2,1,0,2,0,0,0,2,0
798,1,278,2,12,54,1,3,1,2,2,1,2,0,1,1,5,0
799,1,278,10,2,18,0,0,0,1,0,2,2,0,0,0,4,0
800,1,278,8,1,8,0,0,0,0,0,0,1,0,0,0,1,0
801,1,278,14,2,18,1,0,1,0,0,0,1,1,0,0,2,0
802,1,278,8,9,28,0,1,2,2,0,0,1,0,1,0,2,0
803,0,278,2,2,6,0,0,0,0,0,1,1,0,0,0,2,0
804,0,277,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
805,1,277,14,2,20,1,0,1,0,0,0,0,1,0,0,1,0
806,1,277,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
807,1,277,10,3,22,1,0,1,0,0,0,0,0,0,0,0,0
808,1,277,14,11,68,1,1,1,1,2,0,4,0,0,0,4,0
809,1,277,2,8,34,0,2,1,0,0,0,0,0,0,0,0,0
810,1,277,12,6,44,2,0,1,1,0,0,0,0,0,0,0,0
811,1,277,6,3,14,0,1,0,0,0,0,0,0,0,0,0,0
812,1,277,6,10,56,2,0,1,1,1,0,0,0,0,0,0,0
813,1,277,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
814,1,277,12,1,12,0,0,0,0,0,2,1,0,0,0,3,0
815,1,276,20,3,26,0,0,1,1,1,0,0,1,0,0,1,0
816,1,276,24,2,32,0,0,0,2,0,0,0,0,0,0,0,0
817,1,276,22,10,50,0,1,3,0,2,2,2,0,0,0,4,0
818,1,276,32,7,64,1,0,5,0,1,0,0,1,0,0,1,0
819,1,276,8,1,8,0,0,0,0,0,1,0,0,0,0,1,0
820,1,276,16,2,18,1,0,0,1,0,0,1,0,0,0,1,0
821,1,276,6,3,12,0,0,0,0,0,0,1,1,0,0,2,0
822,1,276,12,2,14,1,0,0,0,0,0,0,1,0,0,1,0
823,1,275,2,4,20,0,0,1,0,0,0,0,0,0,0,0,0
824,1,275,8,10,62,1,1,1,2,1,2,0,1,1,2,6,0
825,0,275,10,4,18,2,1,0,0,0,0,0,0,0,0,0,0
826,1,275,16,2,24,0,0,0,0,0,1,1,0,0,0,2,0
827,1,275,6,4,28,0,0,0,2,1,0,0,0,0,0,0,0
828,0,275,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0
829,1,275,32,4,40,1,0,1,1,0,0,0,0,0,0,0,0
830,0,275,12,2,20,1,0,0,0,0,0,2,0,0,0,2,0
831,1,275,14,1,14,1,0,0,0,0,0,2,0,0,0,2,0
832,0,275,24,3,34,1,0,0,0,1,0,0,0,0,0,0,0
833,1,275,4,11,40,1,0,3,0,1,0,0,0,0,0,0,1
834,0,275,26,12,64,3,0,3,1,1,0,0,1,0,0,1,0
835,0,275,10,1,10,0,0,0,0,0,1,0,1,0,0,2,0
836,0,274,34,2,40,1,0,0,1,0,0,0,0,0,0,0,0
837,1,274,14,11,68,4,1,2,1,0,1,2,2,0,1,6,0
838,1,274,16,2,24,0,0,1,0,0,1,0,0,0,0,1,0
839,1,274,20,7,52,3,0,1,2,1,0,0,0,0,0,0,0
840,1,274,8,9,32,2,0,3,0,1,0,0,0,0,0,0,0
841,0,274,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
842,1,274,2,2,8,0,0,0,0,0,1,0,0,0,0,1,1
843,1,274,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
844,1,273,14,2,20,0,0,0,1,0,1,0,0,0,0,1,0
845,1,273,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
846,1,273,8,2,16,0,0,1,0,0,0,0,0,0,0,0,0
847,0,273,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0
848,1,273,14,4,28,2,1,0,0,0,0,0,0,0,0,0,0
849,0,273,6,12,60,2,0,4,1,2,0,0,0,0,1,1,0
850,1,273,16,1,16,0,0,0,0,1,1,0,0,0,0,1,1
851,1,273,16,12,84,1,2,7,0,0,1,0,0,0,0,1,0
852,0,273,18,2,20,0,1,0,0,1,3,1,0,0,0,4,0
853,1,273,18,2,20,1,0,1,0,0,0,0,0,0,0,0,0
854,1,273,14,2,16,2,0,0,0,0,0,0,0,0,0,0,0
855,0,272,20,7,40,2,1,2,0,0,0,2,0,0,0,2,0
856,0,272,30,2,36,0,0,1,0,0,0,0,0,0,0,0,0
857,1,272,10,11,70,2,2,1,2,1,0,2,1,0,1,4,0
858,1,272,12,4,36,1,0,0,0,1,0,0,0,0,0,0,0
859,0,271,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0
860,0,271,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0
861,0,271,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1
862,1,271,30,6,46,0,1,2,1,1,0,1,0,0,0,1,0
863,0,271,2,6,34,1,0,1,1,1,0,0,0,0,0,0,0
864,1,271,36,8,82,1,1,4,0,1,0,0,0,0,0,0,0
865,1,271,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
866,1,271,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0
867,1,271,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
868,0,271,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
869,1,271,14,3,22,0,1,1,0,0,0,0,0,0,0,0,0
870,0,271,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
871,1,271,16,1,16,0,0,0,1,0,1,0,0,0,0,1,0
872,0,271,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
873,0,270,4,2,6,0,0,0,0,0,0,0,0,0,0,0,1
874,1,270,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
875,0,270,4,2,6,0,0,0,0,0,0,0,0,0,0,0,1
876,0,270,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
877,0,270,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0
878,1,270,16,5,40,1,1,2,0,0,0,0,0,0,0,0,0
879,1,270,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
880,1,270,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
881,0,270,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
882,1,270,4,11,68,1,0,2,1,0,0,0,0,0,0,0,0
883,1,270,14,2,16,0,0,2,0,0,0,1,0,0,0,1,0
884,1,270,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
885,0,270,6,8,50,2,0,2,1,0,0,0,0,0,0,0,0
886,1,269,32,1,32,0,1,0,0,0,0,0,0,0,0,0,0
887,0,269,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
888,1,269,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0
889,1,269,10,1,10,0,0,0,0,0,0,2,0,0,0,2,0
890,1,269,24,1,24,1,0,0,0,0,0,2,0,0,0,2,0
891,1,269,2,1,2,0,0,0,0,0,0,2,0,0,0,2,0
892,1,269,8,2,10,0,0,0,0,0,0,2,0,0,0,2,0
893,1,269,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
894,1,269,20,3,36,2,1,0,0,0,0,0,0,0,0,0,0
895,1,269,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
896,1,268,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1
897,1,268,14,2,18,1,0,0,0,0,1,0,0,0,0,1,0
898,1,268,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
899,1,268,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
900,1,268,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
901,0,268,14,5,36,3,0,1,0,1,0,0,0,0,0,0,0
902,1,268,24,12,66,1,2,2,3,1,0,0,0,0,0,0,1
903,0,268,20,7,50,3,0,2,0,1,0,0,0,0,0,0,0
904,1,267,12,6,38,1,2,1,0,1,0,0,1,1,0,2,0
905,1,267,2,4,20,0,0,1,0,0,0,0,0,0,0,0,1
906,1,267,28,2,36,0,0,1,0,0,1,0,0,0,0,1,0
907,0,267,8,10,60,2,0,1,1,1,1,1,0,1,0,3,1
908,0,267,10,9,34,2,0,2,1,1,0,2,0,0,0,2,1
909,1,267,10,11,40,1,1,3,2,1,0,0,1,0,0,1,0
910,1,267,10,6,28,0,1,2,0,0,0,0,0,1,1,2,0
911,1,267,12,6,42,1,0,1,1,1,2,0,0,0,0,2,0
912,1,267,10,2,18,0,0,1,0,0,0,0,0,0,0,0,0
913,0,267,14,12,68,7,1,4,0,0,0,0,3,0,0,3,0
914,0,267,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
915,1,267,14,2,22,2,0,0,0,0,0,0,0,0,0,0,1
916,1,266,2,6,30,1,1,0,0,0,1,1,0,0,0,2,0
917,1,266,10,4,32,0,0,0,0,2,1,0,0,1,1,3,0
918,0,266,32,2,40,0,0,0,2,0,0,0,0,0,0,0,0
919,1,266,14,1,14,0,0,1,0,0,0,0,0,0,0,0,1
920,1,266,32,2,36,0,0,1,1,0,1,1,1,0,0,3,0
921,1,266,16,2,20,0,0,0,1,0,0,0,1,0,0,1,0
922,0,266,14,3,22,0,2,0,1,0,0,1,0,0,0,1,0
923,1,265,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
924,1,265,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
925,1,265,28,8,56,2,0,2,2,1,0,0,0,0,0,0,0
926,1,265,14,1,14,0,0,0,0,0,1,0,0,0,0,1,0
927,1,265,12,2,16,1,0,0,0,0,1,0,0,0,0,1,0
928,1,265,16,5,36,1,2,1,1,0,0,0,0,0,1,1,0
929,1,265,10,2,16,0,0,0,0,1,1,0,0,0,0,1,0
930,1,264,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
931,0,264,10,12,58,1,1,4,0,0,1,3,2,0,0,6,1
932,0,264,10,6,36,0,0,0,0,2,0,0,0,0,1,1,0
933,0,264,28,1,28,0,0,0,0,1,0,0,0,0,0,0,0
934,0,264,10,2,18,1,0,0,0,0,0,2,0,0,0,2,0
935,0,264,16,1,16,0,0,0,1,0,0,1,0,0,0,1,0
936,1,263,12,8,58,1,1,3,0,0,1,1,0,0,0,2,0
937,1,263,20,12,80,4,1,3,2,0,2,0,0,0,0,2,0
938,1,263,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
939,0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
940,1,263,10,3,24,0,0,0,0,1,0,0,0,0,0,0,0
941,1,263,12,2,20,0,0,1,0,0,0,0,0,0,0,0,0
942,0,263,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
943,0,263,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
944,0,263,6,2,8,0,0,0,0,0,0,1,0,0,0,1,0
945,0,263,6,3,18,0,0,1,0,0,1,1,0,0,0,2,0
946,0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
947,0,263,10,2,14,0,1,0,0,0,0,0,1,0,0,1,0
948,1,263,4,2,12,0,0,0,0,0,1,0,0,0,0,1,1
949,0,262,6,5,24,0,0,1,0,0,0,1,0,0,0,1,0
950,1,262,12,11,78,0,0,4,1,1,2,2,0,0,0,4,0
951,0,262,28,2,30,0,0,0,0,0,0,2,0,0,0,2,0
952,0,262,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
953,1,262,28,10,80,3,0,2,3,0,1,1,1,0,1,4,0
954,1,262,8,2,14,1,0,0,0,0,0,3,0,0,0,3,0
955,1,262,32,12,90,1,1,1,4,2,0,0,0,1,0,1,0
956,1,262,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0
957,0,262,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0
958,1,262,8,11,30,4,1,2,0,0,1,0,0,1,0,2,0
959,1,261,22,2,30,0,0,1,0,0,0,1,0,0,0,1,0
960,1,261,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
961,1,261,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0
962,0,261,34,2,36,0,0,0,1,0,1,2,0,0,0,3,1
963,1,261,14,1,14,0,0,0,0,0,0,1,0,0,0,1,0
964,0,261,10,2,18,0,1,0,0,0,0,0,0,0,0,0,0
965,0,260,34,11,74,0,2,3,5,0,1,0,0,0,0,1,0
966,1,260,32,1,32,0,0,0,0,0,0,1,0,0,0,1,0
967,0,260,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
968,1,260,6,7,38,1,0,4,1,0,0,0,0,0,0,0,0
969,1,260,14,2,16,1,0,1,0,0,0,0,0,0,0,0,0
970,0,260,8,8,28,1,0,0,2,3,1,2,0,0,0,3,0
971,1,260,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0
972,1,260,16,2,20,2,0,0,0,0,1,0,0,0,0,1,0
973,1,260,10,8,48,1,2,1,0,1,0,0,0,0,0,0,1
974,1,259,14,2,18,0,0,1,0,0,0,0,0,0,0,0,0
975,1,259,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0
976,1,259,14,2,22,0,0,2,0,0,0,0,1,0,0,1,0
977,1,259,8,2,12,0,0,0,0,0,0,1,0,0,0,1,0
978,1,259,2,2,6,0,0,0,0,0,0,1,0,0,0,1,0
979,1,259,14,2,20,0,0,1,0,1,0,1,3,0,0,4,0
980,1,259,14,2,22,0,0,0,1,1,0,1,1,0,0,2,0
981,0,259,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
982,1,258,14,5,36,0,0,4,0,1,0,0,0,0,0,0,0
983,1,258,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
984,1,258,14,2,18,1,0,0,0,1,0,0,0,0,0,0,0
985,1,258,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
986,0,258,2,4,16,1,1,0,0,0,0,0,0,0,0,0,0
987,1,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
988,1,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
989,0,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
990,0,258,16,2,24,1,0,1,0,0,0,0,0,0,0,0,0
991,0,258,30,2,36,1,0,1,0,0,0,2,0,0,0,2,0
992,0,258,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
993,1,258,16,2,22,0,0,1,0,0,0,1,0,0,0,1,0
994,1,258,2,11,38,1,0,2,4,1,0,2,0,0,0,2,0
995,1,258,14,1,14,0,0,0,0,1,0,2,0,0,0,2,0
996,1,258,14,1,14,0,0,1,0,0,0,2,0,0,0,2,0
997,1,258,6,1,6,0,0,0,0,0,0,1,0,0,0,1,0
998,1,257,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
999,1,257,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1000,1,257,34,9,66,2,0,1,2,2,0,2,1,1,0,4,0
1001,0,257,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1002,1,257,14,3,22,2,1,0,0,0,0,0,0,0,0,0,0
1003,1,257,8,8,26,0,1,0,2,0,0,0,0,0,0,0,0
1004,1,257,20,4,32,1,1,1,0,0,0,0,0,0,0,0,0
1005,0,257,14,2,22,1,0,1,0,0,0,0,0,0,0,0,0
1006,1,257,10,2,14,0,0,1,0,0,0,0,1,0,0,1,0
1007,1,257,32,2,38,1,0,0,1,0,0,0,0,0,0,0,0
1008,0,257,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1009,1,257,12,2,14,0,0,0,0,0,0,0,1,0,0,1,0
1010,0,257,4,11,30,0,2,2,0,1,0,0,0,0,0,0,0
1011,1,257,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
1012,1,256,14,9,58,2,0,3,0,1,1,2,1,1,1,6,0
1013,1,256,16,4,36,2,0,0,1,0,1,0,0,0,0,1,0
1014,1,256,16,2,20,1,0,0,0,0,1,0,0,0,0,1,0
1015,0,256,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1016,0,256,32,2,40,0,0,1,0,0,0,0,2,0,0,2,0
1017,1,256,10,12,62,2,1,1,0,2,0,1,0,2,0,3,1
1018,1,256,10,4,18,0,0,0,0,0,0,0,0,0,0,0,1
1019,1,256,8,1,8,0,0,0,0,0,1,0,0,0,0,1,0
1020,1,256,14,2,20,0,0,0,0,0,0,0,0,0,0,0,0
1021,1,256,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1022,0,256,14,10,64,2,2,3,0,0,0,0,0,0,0,0,0
1023,1,256,12,2,18,1,0,0,0,0,0,0,1,0,0,1,0
1024,0,255,10,2,16,0,0,0,0,0,0,0,0,0,0,0,0
1025,1,255,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1026,1,254,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1027,1,254,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0
1028,0,254,24,1,24,0,1,0,0,0,0,0,0,0,0,0,0
1029,0,254,12,9,64,0,2,1,1,0,2,2,1,0,2,7,1
1030,0,254,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
1031,0,254,14,2,20,0,0,0,0,2,0,0,0,0,0,0,0
1032,1,254,12,2,18,1,0,0,0,0,2,1,0,0,0,3,0
1033,1,254,6,7,42,0,0,2,0,0,1,0,0,0,0,1,0
1034,1,254,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
1035,1,254,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0
1036,1,253,6,12,38,7,0,1,1,0,0,2,0,0,0,2,0
1037,0,253,12,7,32,0,0,2,0,1,0,0,0,0,0,0,0
1038,0,253,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1039,0,253,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1040,0,253,6,1,6,0,0,0,0,0,1,2,0,0,0,3,1
1041,1,253,14,11,62,4,1,5,1,0,0,0,0,0,0,0,0
1042,1,252,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1043,1,252,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1044,1,252,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0
1045,1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1046,1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1047,0,252,14,2,16,1,0,1,0,0,0,0,0,0,0,0,0
1048,0,252,10,5,30,1,0,1,1,0,0,0,0,0,0,0,0
1049,1,252,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1050,0,252,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0
1051,1,252,10,8,42,0,0,2,1,1,0,0,0,0,0,0,0
1052,1,252,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1053,1,251,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1054,1,251,14,2,20,0,2,0,0,0,0,0,0,0,0,0,0
1055,1,251,16,12,82,3,0,3,3,1,0,2,0,0,0,2,0
1056,0,251,8,6,36,2,0,0,1,1,1,0,0,0,0,1,0
1057,0,251,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
1058,1,251,12,6,32,1,0,1,0,1,0,0,0,0,0,0,0
1059,0,251,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1060,1,251,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0
1061,1,251,10,10,64,3,0,0,1,1,0,0,0,0,0,0,0
1062,0,250,12,12,36,1,1,3,2,1,3,0,1,1,1,6,1
1063,1,250,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1064,0,250,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1065,1,250,34,12,68,1,1,1,1,2,1,5,0,0,0,6,0
1066,1,250,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0
1067,1,250,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1068,1,250,22,6,48,0,0,2,0,1,0,0,0,0,0,0,0
1069,1,250,8,7,24,1,0,1,3,0,0,0,0,0,0,0,0
1070,1,250,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1071,0,250,10,2,18,1,0,0,0,0,1,0,0,0,0,1,0
1072,1,250,14,2,16,0,0,0,0,1,0,0,0,0,0,0,0
1073,1,250,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1074,0,249,14,8,40,1,1,3,0,0,1,2,1,0,0,4,0
1075,0,249,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
1076,1,249,12,1,12,0,0,0,0,0,0,1,0,0,0,1,0
1077,0,249,16,1,16,1,0,0,0,0,0,1,1,0,0,2,0
1078,1,249,10,7,50,2,1,1,1,1,0,1,0,0,0,1,0
1079,1,249,24,2,28,1,0,0,1,0,0,1,0,0,0,1,1
1080,1,249,8,2,14,1,0,0,0,0,0,1,0,0,0,1,0
1081,1,249,4,7,20,1,0,1,0,0,2,1,0,0,0,3,0
1082,1,249,26,2,28,0,0,1,0,0,1,0,0,0,0,1,0
1083,0,249,10,6,32,0,1,0,0,1,0,0,0,0,0,0,0
1084,0,248,16,8,38,3,0,2,1,0,1,1,0,0,0,2,1
1085,0,248,34,7,52,4,0,0,1,1,1,0,0,0,0,1,0
1086,0,248,6,2,10,0,0,0,0,0,0,0,0,0,0,0,1
1087,1,248,36,1,36,0,1,0,0,0,0,0,0,0,0,0,0
1088,1,248,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0
1089,1,248,6,7,46,0,1,2,0,1,0,0,0,0,0,0,0
1090,0,248,10,7,38,1,0,3,1,0,1,1,0,0,0,2,0
1091,0,248,4,2,12,0,0,0,0,0,0,1,0,0,0,1,0
1092,1,248,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1093,1,247,34,1,34,0,0,0,0,0,0,1,0,0,0,1,0
1094,1,247,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1095,0,247,14,3,22,1,0,1,0,0,1,0,0,0,0,1,0
1096,1,247,14,12,60,3,0,5,0,2,0,0,0,0,1,1,0
1097,0,247,6,2,8,0,0,0,0,0,2,0,0,0,0,2,0
1098,1,247,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0
1099,0,247,10,2,18,0,0,0,0,1,2,0,0,0,0,2,0
1100,1,247,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1101,0,247,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1102,1,247,4,2,12,0,0,0,0,0,1,0,0,0,0,1,0
1103,1,247,8,7,34,2,0,1,1,0,1,0,0,0,0,1,0
1104,1,246,18,1,18,0,0,0,1,0,0,0,0,0,0,0,0
1105,1,246,6,9,40,1,2,4,0,1,0,0,0,0,0,0,0
1106,1,246,34,2,40,0,0,0,0,0,0,2,0,0,0,2,0
1107,1,246,10,8,32,3,0,0,1,1,1,0,0,0,0,1,0
1108,1,246,12,9,44,1,1,2,1,0,1,2,1,0,1,5,1
1109,1,246,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1110,1,246,8,7,36,0,2,0,1,1,0,1,0,1,0,2,0
1111,1,246,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1112,1,246,8,2,14,0,0,1,0,0,1,1,0,0,0,2,0
1113,1,246,10,4,28,0,0,0,0,1,0,1,0,0,0,1,0
1114,0,246,30,2,34,0,1,1,0,0,0,0,0,0,0,0,0
1115,0,246,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1116,1,246,6,2,12,0,0,0,0,0,0,3,0,0,0,3,0
1117,1,246,16,8,50,4,0,2,2,0,0,0,0,0,0,0,0
1118,0,246,4,2,6,0,0,0,0,0,2,0,0,0,0,2,0
1119,1,246,10,12,64,3,0,4,0,1,0,0,0,0,0,0,0
1120,1,246,30,1,30,0,0,0,0,0,1,0,0,0,0,1,0
1121,1,246,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1122,1,245,18,4,34,0,0,0,0,0,1,3,0,0,0,4,1
1123,0,245,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0
1124,1,245,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1125,1,245,18,2,22,0,0,2,0,0,1,0,0,0,0,1,0
1126,1,245,28,10,54,4,0,3,0,2,0,0,0,0,0,0,0
1127,1,245,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1128,1,245,30,10,58,1,3,3,0,0,0,0,0,0,0,0,0
1129,1,244,30,9,52,1,3,1,2,1,0,1,0,0,0,1,0
1130,1,244,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1131,0,244,14,10,58,1,2,6,0,0,0,1,0,0,0,1,0
1132,0,244,8,2,14,0,0,0,1,0,0,0,0,0,0,0,0
1133,1,244,4,1,4,0,0,0,0,0,2,0,0,0,0,2,0
1134,0,244,34,1,34,0,0,0,0,0,0,0,1,0,0,1,0
1135,1,244,16,5,42,0,1,1,1,0,2,0,0,0,0,2,0
1136,1,244,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1137,0,244,10,12,60,5,2,1,1,0,0,0,0,0,0,0,0
1138,0,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1139,1,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1140,0,243,10,12,48,1,2,3,1,1,1,1,0,0,0,2,1
1141,1,243,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1142,0,243,28,1,28,0,1,0,0,0,0,0,0,0,0,0,1
1143,1,243,26,9,56,1,2,2,1,0,0,3,0,0,0,3,0
1144,1,243,16,2,24,0,0,0,1,1,0,0,0,0,0,0,0
1145,0,243,6,2,14,0,0,0,1,0,0,0,0,0,0,0,0
1146,1,243,20,1,20,1,0,0,0,0,2,0,0,0,0,2,0
1147,1,243,30,2,34,1,0,0,0,0,0,0,0,0,0,0,0
1148,1,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1149,1,243,6,1,6,0,0,0,0,0,1,0,0,0,0,1,0
1150,0,243,6,7,46,0,0,2,1,3,1,0,0,0,0,1,0
1151,1,243,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
